itemName(),action,agent,client,component,duration,ip,map,time,user
2011-11-16T20:40:46.898_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),7c0e65bf-61b6-421b-a5c7-8967b37b7007,,203496,10.244.166.27,-1,2011-11-16T20:40:46.898,1
2011-11-16T20:40:47.381_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),ff56440a-11fd-4635-8dc3-3f05007dbbbe,,8532,10.244.166.27,-1,2011-11-16T20:40:47.381,1
2011-11-16T20:40:47.849_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),d424e3a1-fc86-463b-bc28-2674d7a15704,,37013,10.244.166.27,-1,2011-11-16T20:40:47.849,1
2011-11-16T20:40:48.520_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),eedef52b-f171-4773-b444-49fb807b168e,,276398,10.244.166.27,-1,2011-11-16T20:40:48.520,1
2011-11-16T20:43:00.856_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),bfe5d699-f8c9-4cd1-a87a-0a16eaf6ed1f|19c3d5a3-1d22-4977-b7be-983125f56fe9,,18017|23069,10.244.166.27,-1,2011-11-16T20:43:00.856,1
2011-11-16T20:46:12.753_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),58dfcc62-4d4e-4ed5-9a3f-96334cf5c818,,87077,10.244.166.27,-1,2011-11-16T20:46:12.753,1
2011-11-16T22:14:31.461_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),a639a625-9db5-49bc-97e1-1cd09ea1fc81,,26540,10.244.166.27,-1,2011-11-16T22:14:31.461,1
2011-11-16T22:14:31.991_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),a30e4181-053f-4033-84cd-0067cd50f3ea,,4427138,10.244.166.27,-1,2011-11-16T22:14:31.991,1
2011-11-16T22:14:32.693_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),58dfcc62-4d4e-4ed5-9a3f-96334cf5c818,,183789,10.244.166.27,-1,2011-11-16T22:14:32.693,1
2011-11-17T06:08:51.336_10.244.166.27,addStation,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,ba233d09-e100-4a72-821d-2a7f9248558f,dataEntry,,10.244.166.27,-1,2011-11-17T06:08:51.336,1
2011-11-17T06:08:59.557_10.244.166.27,deleteStation,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,ba233d09-e100-4a72-821d-2a7f9248558f,dataEntry,,10.244.166.27,-1,2011-11-17T06:08:59.557,1
2011-11-17T06:09:05.688_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,ba233d09-e100-4a72-821d-2a7f9248558f,,45672,10.244.166.27,-1,2011-11-17T06:09:05.688,1
2011-11-17T15:42:58.264_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),16541ed7-454d-4e6e-a124-0db885469f1f,,3876,10.244.166.27,-1,2011-11-17T15:42:58.264,1
2011-11-17T16:02:43.412_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),cf536255-3fe4-49cd-b0df-e4d748156aa3,seasonalViz,,10.244.166.27,-1,2011-11-17T16:02:43.412,1
2011-11-17T16:17:34.199_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),b46d181e-e141-4304-897d-f426312e626a|297c1169-fb30-466f-94eb-0da5630e4315|75f113f8-b3fe-42ed-9122-5d0dad690582|9d7da0dd-0f24-4ca7-a5f2-a628a54471ea|4e8147a6-cb86-4afb-b63c-f9c47e856b8c|ac51c0d6-8870-4c87-9e08-7d4dd4a695e3|43b32a7a-e27c-4d03-83b7-75b53959518e,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.199,1
2011-11-17T16:17:34.215_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),c01c7587-961c-4ce6-ad03-703bbca2c1aa|f5b5d7be-fbfc-4d99-b32d-962a2c6a787a|fb2f9a97-85ba-4fc5-8b97-80f42d12efe9|43b32a7a-e27c-4d03-83b7-75b53959518e|5b759985-de01-46ce-99b1-33eb6823af4e|4e8147a6-cb86-4afb-b63c-f9c47e856b8c,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.215,1
2011-11-17T16:17:34.230_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.230,1
2011-11-17T16:17:34.246_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.246,1
2011-11-17T16:17:34.262_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.262,1
2011-11-17T16:17:34.293_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.293,1
2011-11-17T16:17:34.308_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.308,1
2011-11-17T16:17:34.324_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.324,1
2011-11-17T16:17:34.340_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.340,1
2011-11-17T16:17:34.355_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.355,1
2011-11-17T16:17:34.371_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.371,1
2011-11-17T16:17:34.386_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.386,1
2011-11-17T16:17:34.402_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.402,1
2011-11-17T16:17:34.418_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.418,1
2011-11-17T16:17:34.433_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.433,1
2011-11-17T16:17:34.449_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.449,1
2011-11-17T16:17:34.464_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.464,1
2011-11-17T16:17:34.480_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.480,1
2011-11-17T16:17:34.496_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.496,1
2011-11-17T16:17:34.511_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.511,1
2011-11-17T16:17:34.527_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,seasonalViz,,10.244.166.27,-1,2011-11-17T16:17:34.527,1
2011-11-17T17:14:29.585_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,a8fb4acc-1798-4fde-9b81-924bd14f1d91,,65812,10.244.166.27,-1,2011-11-17T17:14:29.585,
2011-11-17T17:14:29.819_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,703f2d3e-2e19-4e31-ac12-498c59d6a828,,73414,10.244.166.27,-1,2011-11-17T17:14:29.819,
2011-11-17T17:23:05.945_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),61180984-77e6-43ab-aa04-a12b7a34e667,seasonalViz,,10.244.166.27,-1,2011-11-17T17:23:05.945,1
2011-11-17T17:28:12.548_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,ba233d09-e100-4a72-821d-2a7f9248558f,,2598,10.244.166.27,-1,2011-11-17T17:28:12.548,1
2011-11-17T17:42:57.801_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,ba233d09-e100-4a72-821d-2a7f9248558f,,38809,10.244.166.27,-1,2011-11-17T17:42:57.801,1
2011-11-17T17:49:50.358_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),61180984-77e6-43ab-aa04-a12b7a34e667,,628899,10.244.166.27,-1,2011-11-17T17:49:50.358,1
2011-11-17T17:49:50.374_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),f5b5d7be-fbfc-4d99-b32d-962a2c6a787a,,4300,10.244.166.27,-1,2011-11-17T17:49:50.374,1
2011-11-17T17:49:50.405_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),cf536255-3fe4-49cd-b0df-e4d748156aa3|5c5c7755-084b-42a9-b284-ac753ca5c445|fc1a10d4-dbbf-4d2c-8b6f-9f72db723609,,3765|75420|388734,10.244.166.27,-1,2011-11-17T17:49:50.405,1
2011-11-17T17:49:50.514_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),915fedcd-0c6d-4086-a83d-3ee43bcd6fc1,,51323,10.244.166.27,-1,2011-11-17T17:49:50.514,1
2011-11-17T17:50:08.876_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),3df20ab5-1485-469f-8359-a7e76a142542,seasonalViz,,10.244.166.27,-1,2011-11-17T17:50:08.876,1
2011-11-17T18:28:58.385_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),e6455994-bdff-4cf8-8d30-5f9d251448a1,seasonalViz,,10.244.166.27,-1,2011-11-17T18:28:58.385,1
2011-11-17T18:39:13.840_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,157c0ca7-d3f1-4994-9522-31763ce417ba,,46285,10.244.166.27,-1,2011-11-17T18:39:13.840,
2011-11-17T18:39:28.083_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,86485358-dd1f-40a2-b78d-e562cae53219,,22153,10.244.166.27,-1,2011-11-17T18:39:28.083,
2011-11-17T18:46:53.247_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,29276b9e-5c02-4d04-a102-85af0c17d39e,,0,10.244.166.27,,2011-11-17T18:46:53.247,
2011-11-17T18:49:39.919_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),c34ff144-8bc3-41b3-adaf-8389c1cbef9e,seasonalViz,,10.244.166.27,-1,2011-11-17T18:49:39.919,1
2011-11-17T18:50:12.851_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,29276b9e-5c02-4d04-a102-85af0c17d39e,,0,10.244.166.27,,2011-11-17T18:50:12.851,
2011-11-17T18:51:47.013_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,29276b9e-5c02-4d04-a102-85af0c17d39e,,87563,10.244.166.27,-1,2011-11-17T18:51:47.013,
2011-11-17T18:53:38.070_10.244.166.27,visit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,29276b9e-5c02-4d04-a102-85af0c17d39e,,13538,10.244.166.27,-1,2011-11-17T18:53:38.070,
2011-11-17T20:07:26.096_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),3df20ab5-1485-469f-8359-a7e76a142542|6932ca39-b442-490c-84d2-51b35f434121,,56806|1780,10.244.166.27,-1,2011-11-17T20:07:26.096,1
2011-11-17T20:07:40.588_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),46c33dac-d6b7-4d2d-b926-1dac7492392d,,875,10.244.166.27,-1,2011-11-17T20:07:40.588,1
2011-11-17T20:23:46.359_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),0391ee1e-22d5-42ac-b992-8fc5b454a7c4|f4c6ff1f-2ca0-4d0a-8863-fe8dcc784f7b|5fbec486-5fd1-4160-9770-d9af757f4d8c|da47ac15-421f-43d8-a2ea-cb3f8568d297|0fa14a50-8c5c-420a-a298-31446d17f013|de4b7f85-ccb7-4bd0-ad4a-03333072a95f|2c293fc1-c2e9-416d-823c-78b49ba106d5|9a44e462-4716-4f8e-9b78-04c2da3137fe,seasonalViz,,10.244.166.27,-1,2011-11-17T20:23:46.359,1
2011-11-17T20:40:30.554_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),3c8264c4-9b88-49f1-9d1d-61f4bfaccfe9,,1579,10.244.166.27,-1,2011-11-17T20:40:30.554,1
2011-11-17T20:40:31.022_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),34e6a883-bd2f-494c-acf4-f33a44338f5b,,1734,10.244.166.27,-1,2011-11-17T20:40:31.022,1
2011-11-17T20:40:31.568_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),0391ee1e-22d5-42ac-b992-8fc5b454a7c4,,15429,10.244.166.27,-1,2011-11-17T20:40:31.568,1
2011-11-17T20:40:37.215_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),47c4b9a9-206d-4f6f-b27d-3bd9f9fcb0fb,,68175,10.244.166.27,-1,2011-11-17T20:40:37.215,1
2011-11-17T21:30:49.516_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),6831d436-e257-44d5-9338-91dc27192a64|e04030e1-4ae6-4ca9-8aa6-7f5a43f98a07|a0799498-1a14-4c03-8f87-aa7808791658|811a841f-ffe7-4e43-8b65-0a3b8c265a97|1d44f830-f400-48bf-b369-10d1463362d4|1f4cae33-081e-4efb-a70f-840e6234791e|d71eca0e-9f2e-4a1e-8f07-e62ff2ad4db0,seasonalViz,,10.244.166.27,-1,2011-11-17T21:30:49.516,1
2011-11-17T21:30:49.532_10.244.166.27,adjustValues,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),a32ff4ca-6f57-4b0e-929d-d678455d7238,seasonalViz,,10.244.166.27,-1,2011-11-17T21:30:49.532,1
2011-11-17T22:11:28.248_10.244.166.27,visit,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C),a32ff4ca-6f57-4b0e-929d-d678455d7238|fe4f4c62-6c10-4b79-9d47-ed5dc6fd22eb|29e6bcc3-3800-47a3-aa3f-e85b48c76261|468ef2b2-51a3-4c77-956e-3c394a34c8c6|a23cbde3-b140-473e-badb-3b50d1ce45e4|a523ad89-ee18-4493-8e2a-0a61663d4c8d,,1468|1554|23503|4457|5276|2137,10.244.166.27,-1,2011-11-17T22:11:28.248,1
